0,1,2,3,4,5,6,7,8,9,10
butter,domestic eggs,bottled water,curd,,,,,,,
pastry,syrup,,,,,,,,,
whole milk,margarine,,,,,,,,,
pip fruit,tropical fruit,mustard,,,,,,,,
salty snack,condensed milk,,,,,,,,,
whole milk,newspapers,,,,,,,,,
root vegetables,other vegetables,specialty chocolate,,,,,,,,
other vegetables,curd,,,,,,,,,
ham,waffles,seasonal products,,,,,,,,
bottled water,tropical fruit,shopping bags,,,,,,,,
canned beer,shopping bags,,,,,,,,,
female sanitary products,whole milk,hygiene articles,,,,,,,,
yogurt,napkins,,,,,,,,,
whole milk,spices,photo/film,,,,,,,,
sausage,long life bakery product,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
tropical fruit,meat,other vegetables,domestic eggs,baking powder,,,,,,
canned beer,potato products,,,,,,,,,
tropical fruit,mustard,,,,,,,,,
waffles,specialty bar,,,,,,,,,
pork,semi-finished bread,,,,,,,,,
whole milk,whole milk,candles,,,,,,,,
whole milk,cat food,,,,,,,,,
soda,rolls/buns,,,,,,,,,
root vegetables,grapes,whole milk,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
pork,condensed milk,bottled beer,other vegetables,candy,,,,,,
sausage,frozen meals,,,,,,,,,
napkins,whipped/sour cream,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
meat,detergent,roll products ,,,,,,,,
hamburger meat,margarine,,,,,,,,,
packaged fruit/vegetables,beverages,,,,,,,,,
rolls/buns,yogurt,sugar,,,,,,,,
chicken,soda,canned fish,,,,,,,,
canned beer,ham,bottled water,domestic eggs,,,,,,,
turkey,frozen dessert,shopping bags,,,,,,,,
fruit/vegetable juice,cat food,,,,,,,,,
chicken,whole milk,newspapers,,,,,,,,
other vegetables,frozen meals,rolls/buns,canned beer,white bread,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
canned beer,frankfurter,brown bread,pip fruit,frozen vegetables,pudding powder,,,,,
UHT-milk,other vegetables,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
brown bread,waffles,,,,,,,,,
meat,yogurt,soda,red/blush wine,,,,,,,
frozen vegetables,pip fruit,hygiene articles,,,,,,,,
beverages,whole milk,,,,,,,,,
yogurt,whole milk,fruit/vegetable juice,,,,,,,,
misc. beverages,brown bread,,,,,,,,,
Instant food products,bottled beer,butter,,,,,,,,
bottled water,whole milk,,,,,,,,,
pip fruit,candles,rolls/buns,,,,,,,,
pork,domestic eggs,UHT-milk,rolls/buns,,,,,,,
tropical fruit,newspapers,beef,tropical fruit,domestic eggs,detergent,frozen vegetables,grapes,processed cheese,,
other vegetables,whole milk,bottled beer,,,,,,,,
tropical fruit,soda,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
specialty chocolate,brown bread,,,,,,,,,
meat,sugar,margarine,cat food,,,,,,,
hygiene articles,canned fish,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
sausage,whisky,specialty chocolate,dishes,yogurt,napkins,detergent,pastry,,,
yogurt,newspapers,,,,,,,,,
semi-finished bread,brown bread,soda,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
chicken,cream cheese ,,,,,,,,,
chicken,whole milk,,,,,,,,,
specialty cheese,other vegetables,,,,,,,,,
yogurt,whole milk,abrasive cleaner,,,,,,,,
butter,oil,,,,,,,,,
whole milk,onions,,,,,,,,,
rolls/buns,tropical fruit,bottled beer,UHT-milk,newspapers,,,,,,
cream cheese ,UHT-milk,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
bottled beer,tropical fruit,domestic eggs,baking powder,,,,,,,
tropical fruit,flower soil/fertilizer,flour,specialty bar,,,,,,,
beef,berries,root vegetables,,,,,,,,
frozen meals,bottled water,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
waffles,pudding powder,,,,,,,,,
soda,other vegetables,other vegetables,soda,,,,,,,
frankfurter,chicken,meat,bottled beer,other vegetables,pastry,misc. beverages,root vegetables,salt,,
other vegetables,red/blush wine,curd,,,,,,,,
rolls/buns,napkins,ice cream,nut snack,,,,,,,
citrus fruit,beef,coffee,,,,,,,,
chewing gum,soda,,,,,,,,,
UHT-milk,newspapers,salty snack,,,,,,,,
onions,soda,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
tropical fruit,finished products,whole milk,fruit/vegetable juice,rolls/buns,,,,,,
photo/film,white wine,other vegetables,brown bread,canned fish,margarine,sliced cheese,,,,
beverages,packaged fruit/vegetables,,,,,,,,,
chocolate marshmallow,canned beer,,,,,,,,,
hard cheese,curd,,,,,,,,,
other vegetables,photo/film,,,,,,,,,
pork,turkey,pot plants,whole milk,soda,dishes,,,,,
root vegetables,dessert,,,,,,,,,
onions,vinegar,,,,,,,,,
sausage,canned beer,,,,,,,,,
ham,dessert,,,,,,,,,
whole milk,processed cheese,pastry,baking powder,fruit/vegetable juice,coffee,newspapers,,,,
chicken,chocolate,,,,,,,,,
sausage,whole milk,,,,,,,,,
coffee,shopping bags,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
coffee,cream cheese ,,,,,,,,,
beverages,bottled water,,,,,,,,,
root vegetables,grapes,soda,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
white bread,seasonal products,,,,,,,,,
beef,kitchen towels,fruit/vegetable juice,,,,,,,,
pork,root vegetables,shopping bags,,,,,,,,
pip fruit,soda,grapes,,,,,,,,
soda,semi-finished bread,,,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,,
rolls/buns,yogurt,hard cheese,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
bottled water,long life bakery product,rolls/buns,,,,,,,,
yogurt,newspapers,,,,,,,,,
frankfurter,onions,,,,,,,,,
ice cream,soda,,,,,,,,,
rolls/buns,red/blush wine,chocolate,,,,,,,,
curd,cream cheese ,nut snack,chocolate marshmallow,yogurt,female sanitary products,,,,,
specialty bar,margarine,,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
cake bar,Instant food products,,,,,,,,,
frankfurter,coffee,,,,,,,,,
baking powder,whole milk,rolls/buns,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
tropical fruit,chicken,beef,pasta,onions,long life bakery product,whole milk,jam,,,
yogurt,yogurt,,,,,,,,,
butter,rolls/buns,,,,,,,,,
tropical fruit,root vegetables,rolls/buns,onions,shopping bags,,,,,,
cereals,newspapers,,,,,,,,,
soda,newspapers,,,,,,,,,
sugar,bottled water,,,,,,,,,
beverages,condensed milk,,,,,,,,,
curd,ice cream,,,,,,,,,
whole milk,hamburger meat,canned beer,fruit/vegetable juice,,,,,,,
bottled beer,frankfurter,UHT-milk,pot plants,,,,,,,
other vegetables,other vegetables,,,,,,,,,
beef,waffles,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
zwieback,bottled water,,,,,,,,,
sausage,other vegetables,,,,,,,,,
dessert,napkins,,,,,,,,,
soda,shopping bags,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
tropical fruit,coffee,,,,,,,,,
whole milk,cream cheese ,soda,,,,,,,,
whole milk,specialty cheese,,,,,,,,,
bottled water,long life bakery product,soda,,,,,,,,
other vegetables,oil,,,,,,,,,
root vegetables,frozen meals,,,,,,,,,
chewing gum,coffee,sugar,,,,,,,,
whole milk,onions,,,,,,,,,
canned beer,cream cheese ,,,,,,,,,
newspapers,processed cheese,,,,,,,,,
ham,root vegetables,margarine,whipped/sour cream,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
sugar,whole milk,fruit/vegetable juice,,,,,,,,
canned vegetables,brown bread,salty snack,,,,,,,,
yogurt,whole milk,,,,,,,,,
other vegetables,baking powder,salty snack,,,,,,,,
beef,newspapers,,,,,,,,,
dessert,pickled vegetables,cat food,,,,,,,,
hamburger meat,pastry,cake bar,brown bread,,,,,,,
pet care,soda,,,,,,,,,
sausage,sugar,,,,,,,,,
beef,whole milk,root vegetables,whipped/sour cream,whipped/sour cream,other vegetables,,,,,
soda,whole milk,,,,,,,,,
meat,canned beer,,,,,,,,,
white wine,tropical fruit,,,,,,,,,
canned beer,yogurt,tropical fruit,whole milk,,,,,,,
chicken,white wine,margarine,,,,,,,,
bottled water,bottled beer,,,,,,,,,
meat,fruit/vegetable juice,long life bakery product,bottled water,,,,,,,
candy,yogurt,,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
chicken,pastry,,,,,,,,,
whole milk,bottled water,whipped/sour cream,,,,,,,,
coffee,cling film/bags,,,,,,,,,
whole milk,meat,,,,,,,,,
whole milk,pork,brown bread,other vegetables,,,,,,,
dessert,meat,,,,,,,,,
citrus fruit,sugar,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
cocoa drinks,bottled water,sweet spreads,,,,,,,,
salty snack,soups,brown bread,,,,,,,,
beef,pet care,,,,,,,,,
sausage,white wine,,,,,,,,,
beef,sparkling wine,frozen fish,chewing gum,,,,,,,
newspapers,rolls/buns,,,,,,,,,
UHT-milk,pastry,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
bottled water,salty snack,brown bread,,,,,,,,
coffee,butter,,,,,,,,,
pork,specialty chocolate,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
whole milk,canned fish,,,,,,,,,
other vegetables,specialty chocolate,,,,,,,,,
citrus fruit,shopping bags,,,,,,,,,
ham,meat,,,,,,,,,
specialty bar,condensed milk,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
sausage,yogurt,pastry,,,,,,,,
hamburger meat,popcorn,,,,,,,,,
canned beer,whole milk,frozen vegetables,cream cheese ,spread cheese,,,,,,
pip fruit,margarine,,,,,,,,,
pork,curd,,,,,,,,,
pip fruit,candles,,,,,,,,,
yogurt,curd,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
meat,other vegetables,,,,,,,,,
liver loaf,rolls/buns,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
pastry,dishes,waffles,,,,,,,,
UHT-milk,berries,,,,,,,,,
frankfurter,margarine,,,,,,,,,
UHT-milk,bottled water,,,,,,,,,
pork,pip fruit,,,,,,,,,
rolls/buns,misc. beverages,ice cream,tropical fruit,shopping bags,coffee,popcorn,hygiene articles,,,
citrus fruit,toilet cleaner,,,,,,,,,
soda,frozen dessert,,,,,,,,,
pip fruit,soda,,,,,,,,,
UHT-milk,skin care,,,,,,,,,
newspapers,rolls/buns,newspapers,,,,,,,,
canned beer,coffee,,,,,,,,,
soft cheese,sliced cheese,soda,,,,,,,,
whole milk,napkins,,,,,,,,,
canned beer,yogurt,,,,,,,,,
soda,processed cheese,instant coffee,,,,,,,,
napkins,other vegetables,,,,,,,,,
root vegetables,bottled water,whipped/sour cream,,,,,,,,
pastry,rolls/buns,,,,,,,,,
root vegetables,hard cheese,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
grapes,domestic eggs,,,,,,,,,
sliced cheese,dessert,cream cheese ,,,,,,,,
dessert,spread cheese,,,,,,,,,
frozen meals,napkins,,,,,,,,,
long life bakery product,canned vegetables,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
chicken,pastry,whole milk,pip fruit,soda,margarine,candy,,,,
butter milk,oil,,,,,,,,,
frankfurter,sausage,,,,,,,,,
napkins,fruit/vegetable juice,,,,,,,,,
meat,other vegetables,,,,,,,,,
curd,soda,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
other vegetables,margarine,,,,,,,,,
whole milk,specialty bar,,,,,,,,,
whole milk,onions,,,,,,,,,
chicken,whole milk,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
domestic eggs,frozen fish,,,,,,,,,
dish cleaner,whole milk,canned fish,,,,,,,,
root vegetables,butter,dessert,,,,,,,,
fruit/vegetable juice,canned vegetables,,,,,,,,,
whole milk,brown bread,,,,,,,,,
soda,long life bakery product,,,,,,,,,
frozen dessert,misc. beverages,,,,,,,,,
red/blush wine,yogurt,,,,,,,,,
other vegetables,beverages,,,,,,,,,
canned beer,red/blush wine,,,,,,,,,
pastry,frozen fish,,,,,,,,,
sausage,white wine,hygiene articles,,,,,,,,
fruit/vegetable juice,domestic eggs,,,,,,,,,
fruit/vegetable juice,spices,,,,,,,,,
root vegetables,dog food,,,,,,,,,
bottled water,berries,,,,,,,,,
sausage,pork,butter milk,canned beer,whole milk,yogurt,rolls/buns,,,,
other vegetables,soda,fruit/vegetable juice,,,,,,,,
soda,specialty bar,,,,,,,,,
soda,frozen meals,bottled beer,,,,,,,,
long life bakery product,rolls/buns,UHT-milk,bottled water,,,,,,,
whole milk,cocoa drinks,,,,,,,,,
whole milk,bottled water,,,,,,,,,
frankfurter,chicken,processed cheese,dessert,,,,,,,
beef,long life bakery product,,,,,,,,,
zwieback,butter,,,,,,,,,
whole milk,butter,,,,,,,,,
brown bread,frozen meals,cat food,white bread,,,,,,,
hamburger meat,bottled beer,domestic eggs,,,,,,,,
domestic eggs,ham,,,,,,,,,
sausage,bottled beer,,,,,,,,,
ham,rolls/buns,,,,,,,,,
root vegetables,semi-finished bread,,,,,,,,,
tropical fruit,ice cream,butter milk,domestic eggs,,,,,,,
chicken,brown bread,soda,,,,,,,,
butter,whole milk,,,,,,,,,
seasonal products,white bread,specialty chocolate,soda,,,,,,,
yogurt,hard cheese,,,,,,,,,
citrus fruit,candy,,,,,,,,,
packaged fruit/vegetables,cat food,dental care,,,,,,,,
whole milk,detergent,yogurt,fruit/vegetable juice,,,,,,,
whole milk,onions,,,,,,,,,
brown bread,soda,butter,shopping bags,,,,,,,
rolls/buns,butter,,,,,,,,,
meat,shopping bags,UHT-milk,,,,,,,,
tropical fruit,red/blush wine,,,,,,,,,
whole milk,napkins,artif. sweetener,,,,,,,,
yogurt,yogurt,,,,,,,,,
pastry,photo/film,,,,,,,,,
liquor,baking powder,,,,,,,,,
sausage,yogurt,candles,,,,,,,,
yogurt,tea,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
condensed milk,rolls/buns,,,,,,,,,
whole milk,whole milk,,,,,,,,,
hamburger meat,citrus fruit,specialty chocolate,other vegetables,,,,,,,
coffee,pip fruit,,,,,,,,,
fish,whole milk,,,,,,,,,
curd,yogurt,misc. beverages,pickled vegetables,,,,,,,
specialty chocolate,onions,,,,,,,,,
whipped/sour cream,whipped/sour cream,fruit/vegetable juice,,,,,,,,
pip fruit,yogurt,whole milk,yogurt,bottled beer,newspapers,,,,,
shopping bags,coffee,,,,,,,,,
packaged fruit/vegetables,specialty bar,,,,,,,,,
frankfurter,canned fish,beverages,,,,,,,,
soda,pastry,,,,,,,,,
packaged fruit/vegetables,rolls/buns,,,,,,,,,
grapes,rolls/buns,,,,,,,,,
tropical fruit,pork,UHT-milk,hamburger meat,,,,,,,
pip fruit,sweet spreads,,,,,,,,,
dishes,yogurt,,,,,,,,,
frankfurter,fruit/vegetable juice,,,,,,,,,
brown bread,whole milk,light bulbs,,,,,,,,
pork,cookware,root vegetables,canned beer,whole milk,bottled water,oil,whole milk,,,
newspapers,shopping bags,,,,,,,,,
beef,frankfurter,other vegetables,brown bread,,,,,,,
yogurt,sugar,,,,,,,,,
light bulbs,pastry,domestic eggs,,,,,,,,
yogurt,curd,,,,,,,,,
meat,margarine,,,,,,,,,
canned fish,cling film/bags,,,,,,,,,
bottled beer,oil,,,,,,,,,
long life bakery product,yogurt,,,,,,,,,
yogurt,yogurt,,,,,,,,,
whole milk,pasta,whipped/sour cream,,,,,,,,
frozen vegetables,salty snack,other vegetables,curd,hygiene articles,,,,,,
dish cleaner,fruit/vegetable juice,,,,,,,,,
long life bakery product,hard cheese,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
pastry,vinegar,salty snack,,,,,,,,
cream cheese ,citrus fruit,sauces,red/blush wine,,,,,,,
dessert,rolls/buns,,,,,,,,,
beef,whole milk,chewing gum,,,,,,,,
hamburger meat,beverages,margarine,,,,,,,,
whole milk,shopping bags,newspapers,,,,,,,,
yogurt,bottled water,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
frankfurter,sausage,,,,,,,,,
pip fruit,frozen fish,,,,,,,,,
sausage,candles,,,,,,,,,
frozen dessert,yogurt,,,,,,,,,
whole milk,bottled water,,,,,,,,,
sausage,pastry,whole milk,,,,,,,,
whole milk,onions,cream cheese ,,,,,,,,
margarine,sausage,sausage,pork,citrus fruit,yogurt,frozen meals,other vegetables,,,
citrus fruit,pastry,,,,,,,,,
pot plants,grapes,brown bread,other vegetables,kitchen towels,,,,,,
pastry,frozen potato products,,,,,,,,,
meat,tropical fruit,yogurt,candles,,,,,,,
candy,coffee,,,,,,,,,
butter,semi-finished bread,,,,,,,,,
fruit/vegetable juice,detergent,,,,,,,,,
sausage,other vegetables,,,,,,,,,
specialty bar,soda,,,,,,,,,
pasta,canned beer,,,,,,,,,
canned beer,domestic eggs,,,,,,,,,
newspapers,whipped/sour cream,,,,,,,,,
sausage,chocolate,,,,,,,,,
frankfurter,dessert,,,,,,,,,
fruit/vegetable juice,salt,,,,,,,,,
whole milk,turkey,pork,dog food,rolls/buns,soda,bottled water,bottled water,,,
chicken,dessert,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
pip fruit,pastry,,,,,,,,,
napkins,canned vegetables,,,,,,,,,
specialty bar,brown bread,,,,,,,,,
root vegetables,Instant food products,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
berries,pasta,soda,canned vegetables,,,,,,,
sausage,whole milk,,,,,,,,,
margarine,canned fish,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
meat,whole milk,whipped/sour cream,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
whole milk,rolls/buns,cling film/bags,,,,,,,,
liquor,other vegetables,onions,female sanitary products,,,,,,,
meat,coffee,,,,,,,,,
napkins,pork,,,,,,,,,
seasonal products,onions,,,,,,,,,
other vegetables,salt,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
curd,other vegetables,,,,,,,,,
sausage,pastry,,,,,,,,,
meat,citrus fruit,,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
rolls/buns,shopping bags,whole milk,,,,,,,,
other vegetables,kitchen towels,,,,,,,,,
shopping bags,sparkling wine,,,,,,,,,
pork,curd,,,,,,,,,
hamburger meat,dog food,,,,,,,,,
meat,other vegetables,,,,,,,,,
bottled beer,soda,,,,,,,,,
pip fruit,fruit/vegetable juice,whipped/sour cream,soda,,,,,,,
coffee,brown bread,,,,,,,,,
long life bakery product,UHT-milk,whole milk,,,,,,,,
onions,tropical fruit,shopping bags,other vegetables,,,,,,,
newspapers,root vegetables,margarine,,,,,,,,
butter,other vegetables,,,,,,,,,
yogurt,chocolate,,,,,,,,,
beef,soft cheese,,,,,,,,,
herbs,cereals,,,,,,,,,
whole milk,soda,,,,,,,,,
pastry,baking powder,mustard,,,,,,,,
root vegetables,frozen dessert,oil,,,,,,,,
bottled beer,canned fish,fruit/vegetable juice,,,,,,,,
waffles,whipped/sour cream,soda,,,,,,,,
hamburger meat,rolls/buns,brown bread,,,,,,,,
candy,newspapers,female sanitary products,,,,,,,,
rolls/buns,root vegetables,specialty chocolate,,,,,,,,
canned beer,berries,,,,,,,,,
pip fruit,whole milk,soda,,,,,,,,
bottled water,chocolate,,,,,,,,,
other vegetables,cooking chocolate,,,,,,,,,
flour,yogurt,,,,,,,,,
tropical fruit,napkins,,,,,,,,,
frankfurter,long life bakery product,sugar,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
cereals,whole milk,bottled water,,,,,,,,
sausage,whole milk,margarine,,,,,,,,
bottled water,root vegetables,,,,,,,,,
beef,flour,,,,,,,,,
sausage,beverages,,,,,,,,,
soups,sugar,seasonal products,bottled beer,,,,,,,
whole milk,coffee,,,,,,,,,
herbs,domestic eggs,,,,,,,,,
hamburger meat,pasta,,,,,,,,,
bottled water,yogurt,,,,,,,,,
frankfurter,whole milk,other vegetables,,,,,,,,
brown bread,yogurt,,,,,,,,,
root vegetables,whole milk,whole milk,newspapers,bottled water,,,,,,
dessert,brown bread,,,,,,,,,
soda,rolls/buns,,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
canned beer,frozen meals,pastry,,,,,,,,
curd,red/blush wine,,,,,,,,,
other vegetables,dessert,,,,,,,,,
pastry,domestic eggs,dish cleaner,,,,,,,,
meat,canned fish,,,,,,,,,
sausage,sausage,frozen vegetables,pastry,,,,,,,
domestic eggs,berries,,,,,,,,,
butter,rolls/buns,,,,,,,,,
bottled water,red/blush wine,onions,brown bread,,,,,,,
root vegetables,margarine,,,,,,,,,
butter milk,fruit/vegetable juice,pastry,margarine,,,,,,,
baking powder,bottled water,,,,,,,,,
long life bakery product,long life bakery product,whipped/sour cream,soda,,,,,,,
tropical fruit,curd,,,,,,,,,
whole milk,coffee,fruit/vegetable juice,,,,,,,,
cat food,pasta,,,,,,,,,
root vegetables,male cosmetics,,,,,,,,,
onions,waffles,,,,,,,,,
pork,spread cheese,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
liver loaf,canned beer,candy,,,,,,,,
onions,hamburger meat,whole milk,tropical fruit,pet care,root vegetables,yogurt,flour,,,
soda,other vegetables,,,,,,,,,
pastry,sugar,,,,,,,,,
UHT-milk,cooking chocolate,,,,,,,,,
whipped/sour cream,pastry,napkins,,,,,,,,
sliced cheese,chocolate,,,,,,,,,
newspapers,grapes,onions,coffee,,,,,,,
whipped/sour cream,sausage,root vegetables,soda,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
pip fruit,newspapers,,,,,,,,,
white bread,whole milk,hygiene articles,,,,,,,,
brown bread,brown bread,,,,,,,,,
tropical fruit,specialty bar,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
bottled beer,long life bakery product,vinegar,pot plants,,,,,,,
turkey,beef,root vegetables,margarine,shopping bags,curd,,,,,
yogurt,waffles,,,,,,,,,
ham,ice cream,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
soda,soda,roll products ,,,,,,,,
male cosmetics,roll products ,pastry,,,,,,,,
mustard,curd,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
pastry,specialty chocolate,,,,,,,,,
shopping bags,whole milk,whole milk,whole milk,detergent,flour,,,,,
seasonal products,whole milk,,,,,,,,,
nut snack,long life bakery product,whole milk,frozen meals,,,,,,,
chocolate,long life bakery product,,,,,,,,,
soda,cake bar,,,,,,,,,
butter,soda,,,,,,,,,
yogurt,butter milk,,,,,,,,,
specialty fat,brandy,,,,,,,,,
chocolate,pastry,,,,,,,,,
misc. beverages,frozen vegetables,,,,,,,,,
whole milk,beef,,,,,,,,,
whole milk,frozen dessert,,,,,,,,,
berries,pip fruit,,,,,,,,,
other vegetables,citrus fruit,pork,frozen vegetables,cat food,curd,spices,soda,,,
hamburger meat,other vegetables,,,,,,,,,
canned vegetables,white bread,,,,,,,,,
photo/film,grapes,,,,,,,,,
white bread,brown bread,,,,,,,,,
frankfurter,soda,,,,,,,,,
citrus fruit,white bread,,,,,,,,,
pork,canned beer,whole milk,rolls/buns,,,,,,,
hard cheese,dessert,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
specialty chocolate,fruit/vegetable juice,fruit/vegetable juice,rolls/buns,,,,,,,
coffee,butter,whipped/sour cream,other vegetables,,,,,,,
sweet spreads,white wine,,,,,,,,,
whole milk,other vegetables,white bread,,,,,,,,
bottled beer,soda,candy,,,,,,,,
whole milk,butter,,,,,,,,,
salt,fruit/vegetable juice,,,,,,,,,
root vegetables,citrus fruit,,,,,,,,,
pasta,soda,,,,,,,,,
salt,brown bread,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
butter milk,margarine,,,,,,,,,
fruit/vegetable juice,pasta,,,,,,,,,
oil,other vegetables,,,,,,,,,
pork,citrus fruit,,,,,,,,,
soda,pastry,,,,,,,,,
canned beer,soda,newspapers,,,,,,,,
misc. beverages,processed cheese,,,,,,,,,
chewing gum,rolls/buns,,,,,,,,,
other vegetables,ice cream,,,,,,,,,
soda,UHT-milk,newspapers,white bread,,,,,,,
root vegetables,ice cream,,,,,,,,,
frozen chicken,herbs,yogurt,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
rolls/buns,prosecco,,,,,,,,,
chocolate,brown bread,,,,,,,,,
shopping bags,rice,,,,,,,,,
soda,newspapers,,,,,,,,,
bottled beer,salty snack,napkins,,,,,,,,
